Tweet,Cólera,Tristeza,NoEmocion,Felicidad,Sorpresa,Miedo,Asco
@Alexmarko88 @ArielRizo11 Si no ganó el balón de oro estando en el Barça que ya no espere ganarlo.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@natxinho @jorgeneo @F_Reymundo totalmente! Aquí solo tiene favores arbitrales el Barça! Son así de cutres.... lo de la ida hace q el baño de ayer sea posible,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@LuisOmarTapia Todavía duele que con el Barca haya hecho pedazos a tu Madrid, deberías meterte al link y leer bien la pregunta que le hicieron!!!Saludos",0.0,0.0,0.0,0.5,0.0,0.0,0.5
Alguien sabe si el partido  del barça de hoy lo hacer por otro canal aparte de TV3 ? gracias,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hoy juega mi querido Barça y mi cuerpo y garganta lo saben💙❤ Vamoooos!!!,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@Corredera7 Juegues donde juegues, lo vas a hacer de lujo, el rayo del Atleti Féminas!",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Si tuvierais que fichar a uno para el Barça a quien escogeriais?
- RT @AntoGriezmann 
- MG @PauDybala_JR https://t.co/OLR3gTQP8h",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@Alex_Torres_15 @FCBarcelona Si te fijas, es el 2º equipo q más balones recupera en campo contrario (solo por detrás del Eibar). Presiona en bloque alto. Todos los equipos recuperan un mayor número de balones en su campo",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@UnderGuerrilla @FonsiLoaiza @IkerCasillas Víctor Valdés se fue con una oferta de renovación del Barça y con la incredulidad de todos al ver que se iba. A Casillas lo echaron. Igual el referente que tienes que tomar es el de Pep, Xavi o Puyol y comparar antes de volver a meter la pata.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ay Manolete... Alves se fue del Barça a la Juve y al año siguiente al PSG... https://t.co/peZiAF7Evp,0.0,0.5,0.5,0.0,0.0,0.0,0.0
"@AlfonsoSurezLpe @VictorLavinDPaz No conozco a nadie que sea del Barça y esté más pendiente, vea más partidos y escriba y opine tanto del Madrid como tú! Digno de estudio!!! 🤪😜🤪😜🤪😜 Ahora el PSG es una “banda”? 😱",0.5,0.0,0.0,0.0,0.5,0.0,0.0
"@a_ginola qualsevol que no sigui l'atletico a una final!!!! crec que el madrid esta a un nivell mental tant alt en aquesta competició, que l'unic que el pot fer dubtar es el barça",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@DiogenesAcosta Te esta afectando ver a @jj_villeda todos los días , te estás enfermando ...vacúnate pero YA ! Desperta de ese sueño...Visca Barca",0.0,0.5,0.0,0.0,0.0,0.0,0.5
"Cuando el PSG permitió entrar a sus ultras justo en el partido contra el Barça ni hicieron seguimientos, ni pusieron el grito en el cielo ni nada. Qué bochorno de periodismo colega.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
Que solo soy feliz con el atleti de madrid!!!,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ese que se permite a hablarle con desdén a un aficionado de verdad, del equipo de su ciudad, que huele el césped de su estadio cada finde junto a su gente, porque ""su"" Madrid o ""su"" Barca ganan siempre.",0.0,0.5,0.5,0.0,0.0,0.0,0.0
"Vaya, no nos lo esperábamos...; Es curioso como cada vez que a un equipo ""grande"" (o ""rico"" más bien dicho) le va mal, el Atleti es siempre la solución https://t.co/Oe6hxa5rqB",0.0,0.0,0.0,0.0,1.0,0.0,0.0
"@mariaguilas Jaja ni yo, al revés yo apoyo al fútbol en general y al femenino en especial, yo he entendido sus quejas por el calendario que pone la liga, el lo suelta en plan, favorece a algunos y al Barça siempre es el desfavorecido. Un besito y ME DEBES UN TÉ jajaj 😜",0.0,0.0,0.5,0.5,0.0,0.0,0.0
"@CriterioCule Con tu último tuit me cagaría una final así, imagínate pero si pasa pues creo que sería un golpe generacional, quién sabe al final sí en todos estos años el Barca demuestra mejor fútbol aunque hoy es un poco opaco en fin a ver qué pasa. Me parece tu último tuit.",0.5,0.0,0.5,0.0,0.0,0.0,0.0
"Sport, el Barça descartó en el pasado a Lucas Paquetà https://t.co/G1yFGQHOeD",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@SaLviTa07 @KaaWaa_ @Cohete_SUAREZ Tu contrato durará lo que aguantes sin rajar del Atleti. Suerte
Grandessss @KaaWaa_ @SaLviTa07",0.0,0.0,1.0,0.0,0.0,0.0,0.0
🔵🔴Hoy se cumplen 17 años del debut oficial de Leo #Messi con el Infantil B del Barça. Mira el #Video que el #FCBarcelona ha entregado para conmemorar .... https://t.co/26ALY4K0vR,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Cuando Pep estuvo en el barça ganando de todo se buscó minimizar todo lo que hizo, e incluso hoy día se sigue haciendo... Hay que tener huevos para decir que se busca minimizar lo que hace el Madrid. https://t.co/7RmKcjvibL",1.0,0.0,0.0,0.0,0.0,0.0,0.0
@jotajordi13 @tonintorero Tu diciendo que no deja de pensar en el Barça? Tu precisamente que no te sacas al Madrid de la boca? Que nivel de cinismo,0.5,0.0,0.0,0.0,0.5,0.0,0.0
"🎙️Philippe Montanier: ""Dembélé no tiene problemas para soportar la presión pero hay que darle tiempo para que se adapte al fútbol que juega el Barça"".
▶️https://t.co/ZdznxGn1GD https://t.co/BpSa3J5qb5",0.0,0.0,1.0,0.0,0.0,0.0,0.0
No soy del Atleti pero me da pena lo que han echo a la tienda del Wanda. Un Atletista no diría lo mismo si fuera al revés la situación...,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pero cuando dicen que os ganará el Barça acaba pasando..🔵🔴 https://t.co/FZWpY4tyW2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@FCBarcelona cuiden a Messi la puta que los pario!,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@elchiringuitotv Este es un cagon, la verdad ayer esperaba un París mucho más agresivo como el Atleti de año pasado en el Calderón pero el PSG salió a por la posesion de balón, jugó tranquilo y luego nada más",0.0,0.0,0.0,0.0,0.0,0.5,0.5
Con poco suerte tendremos tambièn previa de la super copa de Catalunya @alexdelmas10  ? :-) Gracias por tu trabajo crack.... #FCBLive  #ForçaBarça       El  escondite de Cristiano y otras claves de la victoria blanca en París  @lavanguardia https://t.co/jrqn5WCre8,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@_SentimentCule No hay que confiarse nunca con ellos por muy mal que estean, pero yo creo que hay varios equipos que lo pueden eliminar a parte del Barça, cómo por ejemplo Bayern o City",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@EfrainMoises17 @lparbitrofutbol @Trigueros17 No se han quejado siempre, eh! Ha sido esta semana puntual, por lo menos en el caso del @FCBarcelona_es. Si hubiera ido el @Atleti, el Cholo hubiera dicho lo mismo. Tendrías que preguntarle a Trigueros por qué lo dice y no es el único. Un saludo.",0.5,0.0,0.5,0.0,0.0,0.0,0.0
"@kevincd90 Casi todo, pero igual pasó el domingo con el barça, tendemos a buscar la parte negativa en lugar de alabar lo positivo.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Aquest vespre qui tindrà minuts és Dembélé.
De la situació que viu al Barça en parlem amb Philippe Montanier, entrenador del francès al Stade Rennes: ""Hay que tener paciencia con él porque es muy joven y ha estado lesionado"".
▶️https://t.co/ZdznxGn1GD https://t.co/uF0S04qwnW",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@MiriamDakirFCB @Tocapilotes La Rata De PSG Se Fue Del Barca Cuando El Barca Los Elimino 
Ahora Los Elimina El Madrid Tambn Se Ira Al Madrid...... Etc etc etc El Libro se Lee Solo @_SentimentCule  @MarcaMiente @lniestismoFCB @StegenismoFCB",0.0,0.0,0.0,0.0,0.0,0.0,1.0
@ElGolazoDeGol #golazo sique tú sabes quien sería el capitán del Barça hoy?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mierda! Ya tienen excusa para vender jugadores y no fichar a nadie.
@Atleti 
Hijos de puta https://t.co/QLimVFhUCV",1.0,0.0,0.0,0.0,0.0,0.0,0.0
¿Equipo de fútbol favorito? — No me gusta el fútbol pero soy del barça😄 https://t.co/FgCmuo3Vks,0.0,0.0,0.5,0.5,0.0,0.0,0.0
@danisenabre @tjcope Como mola!!!!! Ya era hora !!! No sustituirás a #Minguella?? Jajajaj ... espero que estéis los dos!!!! Que ganas!!! 🤙🏻🤙🏻🤙🏻🤙🏻👏🏻👏🏻👏🏻#ForcaBarca,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Después de multar al #Barça por la exhibición pacifica de banderas... ¿Se atreverá la #UEFA a cerrar el Parque de los Príncipes? https://t.co/XIdqUGUwve https://t.co/BGpLZIXSfF,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@20m @Atleti Joder!! Ya roban hasta mierda!!,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#OBSTÁCULO nivel ROJO en #A8 (pk 115) BILBAO #DGTBizkaia #DGT https://t.co/jKY7wSszNk,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@BodegaAteneo @jordiabogado @hjimenezj @Anfersantos Ya sabes. Ahora el PSG es un truño. Hace 3 meses era el nuevo Barça. Como con los Manchester los últimos años.,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Los parisinos no lo verán este año la famosa Copa de Europa! Yo si ! #museumfcb @FCBarcelona @PiquetGerard @mousadembele @andresiniesta8 @CesarAzpi @JordiAlba https://t.co/HkuZ8b9nQ9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Please RT!! #barcelona #fcbarcelona #Barca #fcb    La esposa de Rosell: ?No me ha fallado nadie? https://t.co/xdfEymbtte https://t.co/OLXCmv4dGv,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Please RT!! #atleti #atletico #ATM  Se espera buena entrada pero aún hay 8.000 entradas disponibles https://t.co/4jJf3fFCYH https://t.co/cRMZVvsTZe,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@jotajordi13 Jajajajajaja y yo veo a un imbecil que nunca verá a su barca mierda con 12 champions,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@PepeKollins Estas cosas me recuerdan una frase genial que no sé quién dijo primero. En los últimos 20 años el gran dominador de Europa es el Barça con 4 Champions. Le sigue de lejos el Madrid con 6.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tengo la impresión, y a las pruebas me remito, que para este Madrid, el peor rival posible en CL es el Barça y el nivel superlativo que alcanzan Messi o Piqué, muy superiores a su par, en el Bernabéu. Por eso, abogo, si cae el Chelsea, por un clásico en cuartos.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Te puedes ir a tomar por culo. . As perdido todo mi respeto .yo te he respetado como catalán.!!Tu no, como Antimadridista",0.5,0.0,0.0,0.0,0.0,0.0,0.5
"📌Informa @Anais_mh88: @andresiniesta8 ha fet cursa contínua avui a la Ciutat Esportiva al marge del grup
🎙️Messi sobre el seu canvi de posició en els últims temps: ""Me he tirado unos metros atrás pero sigo marcando goles"" #fcb",0.0,0.0,1.0,0.0,0.0,0.0,0.0
McGuane podría debutar con el Barça y convertirse en el segundo inglés… https://t.co/bIc2SHJ3xp Ver:... https://t.co/Ulab75W51I,0.0,0.0,1.0,0.0,0.0,0.0,0.0
McGuane podría debutar con el Barça y convertirse en el segundo inglés… https://t.co/bIc2SHJ3xp Ver: https://t.co/rCTe9N4DGE,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@labarra_mx nada más para aclarar este año al @PSG_espanol lo hecho el @realmadrid pero hace un año no los hecho el @FCBarcelona sino el árbitro,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Para el que quiera ver el Barça hoy, es a las 18:45 (hora peninsular) en TV3.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
El matrimonio es una barca que lleva a dos personas por un mar tormentoso; si uno de los dos hace algún movimient... https://t.co/PqHy0zGRiT,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Con todo respeto, no le veo mucho sentido a estos partidos, solo espero que no haya lesionados y que sirva para que se fogueen los jugadores del #Barça B. Y el resultado es lo de menos.🔴🔵 https://t.co/nu5tiGT1yl",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@buenosrojosdios @FCBUTELEVISION Un jugador brasileño de 21 años muy bueno q juega en el gremio q kiere fichar el BARÇA,0.0,0.0,0.5,0.5,0.0,0.0,0.0
"@Gemahurtado_ @realmadrid @xavimartinez Porque es del barca nuestro querido Xavi 😂😂😂.
Me alegro q se equivocara 😂😂",0.0,0.0,0.0,1.0,0.0,0.0,0.0
@ngomez9 @FirmaEspn @EJerezESPN @kenneth_garay @vikingomartell Ahora el psg es paquete. Pobre ignorante. Cuando el Barça perdió 3-0 ha esque nos toco el psg y sin neymar. Ahora q el Madrid lo elimino es un paquete de equipo. Ser aficionado a muerte es admirable pero ser tonto y no aceptar las cosas es risible.,0.5,0.5,0.0,0.0,0.0,0.0,0.0
"@inakialvarez @realmadrid Nenas, que festejen cuando alcancen al barça en la liga mi príncipe, ya casi nos alcanzan",0.0,0.0,0.5,0.5,0.0,0.0,0.0
@DValdearenas12 Soy del Barça pero eres un cuñaooooooooo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@8Colla Bua, amb el partidet de ahir... ni pel B... nomes perdia pilotes... cap jugador del barça te % de perdre pilotes com ahir Verratti...",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"De los 22 jugadores del PSG, de la plantilla de ayer sólo 3 han ganado la UCL. Uno de ellos cuando yo tenía 11 años y tengo 23. Y es motta con el Barça en 2006. Los otros dos di maria y Alves. Los demás estrellas vírgenes sin estilo ni proyecto ante una jerarquía como Madrid.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
Iniesta inicia su plan en la Ciutat Esportiva para llegar al Barça-Chelsea https://t.co/aC8MCrPQMC,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Madrid: Cuatro manifestaciones por el 8-M... y el partido de la Europa League. #Atleti #UEL
https://t.co/H7GG6AJ04T https://t.co/1PPvjfwfGF",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#DebateHDF
Real Madrid ed un pecho frío, cuando lo agarre el barcelona lo elimina de la champions, aguante el barca que tiene al mejor jugador del mundo, saludos desde uruguay, punta del este.",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@J0merJS1mps0n @sport Correcto, para empezar el día que se vayan los dos....volverán a tener oportunidades de ganar la liga de verdad Valencia y Sevilla (Atleti por supuesto, pero como con el cholo ha estado siempre ahí...otra cosa será cuando se vaya)",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#UCL Pero sí se cumple esa lógica, cada vez con mayor frecuencia, cuando las últimas cuatro temporadas sólo la ganan @realmadrid y/o @FCBarcelona. Extensible a seis de los últimos diez títulos.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#UCL En definitiva, que anoche se cumplió el pronóstico lógico. Un equipo muy rico (no la historia) eliminó a otro (-) rico. Lógica que por suerte no se cumple siempre, porque entonces todas las temporadas tendríamos una final @realmadrid-@FCBarcelona.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
#UCL Al inicio de la competición intercambiaban posición en cuanto al valor de sus plantillas los dos equipos con más presupuesto del mundo: @realmadrid y @FCBarcelona. El @PSG_inside era noveno.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lo que les faltaba para no cuadrar las cuentas en el atleti jaja https://t.co/8z1jrqvV11,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"“El fracaso, como la tristeza, es corrosivo cuando se convierte en hábito. El Barça fue una vez PSG” https://t.co/egJaZUAFQM vía @elmundoes",0.0,0.5,0.5,0.0,0.0,0.0,0.0
#Atlético Unos 1.300 efectivos velarán por la seguridad en el Atlético-Lokomotiv https://t.co/ArqUDqNgAM https://t.co/UZTzqLihZ2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@PasionReal12 Tú educación es la típica de una 'persona' difícil de tratar, y los malos son los ultras del PSG.......... ah no soy ni del barca ni del Madrid, por suerte",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@DiegoACarranza7 Y si tienes toda la razón ni el mejor Barça pudo, pero ese Barça le daba 10 vueltas al Madrid de la 2016... Ves como son las cosas... Al final no importa si son seguidas o no, al final es la cantidad que se ganan. Habrá que ver cómo termina esta generación y te digo algo...",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Si el Barça hubiese fichado a Verratti, a lo mejor el PSG hubiese terminado con 11 y quien sabe...
😂😂😂😂😂😂😂😂😂😂 https://t.co/7BbVyog4pk",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@Generaldepie_ Fácil,muy fácil
Tú,quítale al Barça a Leo Mesi
Quítale a Neymar al PSG......
Y los binomios de la cuarta fracción de la suma de sus comandos es equilibrante,o sea,
Igual de igual de lo mismo
Ala.....me he quedao a gusto😂",0.5,0.0,0.0,0.5,0.0,0.0,0.0
@D10SFCB_ @ElBarselono El mejor equipo del mundo es el más laureado. Según la Fifa el mejor del siglo XX es el Real Madrid. Y hasta que tenga el Barça 12 Champions os queda mucho q pedalear! Ánimo! https://t.co/i8Pgc8KPgX,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Han robado por el método del alunizaje en la tienda del Atleti del Wanda. Espero que ningún atlético compre merchandising robado de su equipo.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Roban en la tienda oficial del @Atleti empotrando un coche en el escaparate https://t.co/4rMzwlbqgq,0.0,0.5,0.5,0.0,0.0,0.0,0.0
"@blasradio Para este Madrid, favorito como el que más, independientemente de como vaya en liga, el peor rival posible es el Barça a doble partido (no a uno) y la falta de antídoto para parar a Messi en el Bernabéu. Ni en el mejor momento de Zidane (abril-mayo 2016), pudo hacerlo.",0.0,0.5,0.5,0.0,0.0,0.0,0.0
Si jugamos como contra el Barca al villareal le ganamos🙏💛💙,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luis Suárez advierte: la oferta que saca a un intocable del Barça en verano https://t.co/thbaqV1yAj,0.0,0.0,1.0,0.0,0.0,0.0,0.0
La #EuropeaLeague el #Atlético se la tiene que tomar como una vía para seguir aumentando sus ingresos que impidan que al final los millonarios del #PSG nos puedan quitar a nuestras estrellas.,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@saguilarcom Y de k vale cumplir siemore salimos maltratados en prensa y después les ponemos la cana. Venga ya!!!! Que se jueguen la coma al poker el @FCBarcelona y @FCF_CAT .,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Igual que el Madrid al PSG el Chelsea manda al Barça el Chelsea manda al Barça el Chelsea manda al Barça al carrer,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@treska33 Por favor, insultas mas a los culés diciendo q el pedrerol el del Barça q diciendonos culerdos... todos sabemos q el veletrol es mas mandril q su florentineza",0.5,0.0,0.0,0.0,0.0,0.0,0.5
"Se que este año me va a ir mal porque en época de parciales ni bola al estudio solo #Mundial y #Messi ,⚽️😍",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@AS_Manolete En la Juve, estuvo de vacaciones, cedido por el Barça.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@Cristina_VeMu @ToniCAT1963 @LluisMascaro @sport ¿Aquellos casi atracos al Barça?, no se que dió mas pena si el festivald e piscinas de Drogba o los 4 penaltis tangados al barça en el 6-1, 4 putos penaltis sin pitar colega, 4! https://t.co/UdaDhtXaiR",0.5,0.0,0.0,0.0,0.0,0.0,0.5
El 14 todos viendo el superclásico. Yo el 14 voy a ver al Barça ⚽🤙,0.0,0.0,0.5,0.5,0.0,0.0,0.0
"Grandísimo. Y esto nunca lo comprenderá un tío de Badajoz que es del Barça o uno de Albacete que es del Madrid, que no intenten vendernos la moto porque no cuela. https://t.co/EORezRdTqs",0.5,0.0,0.0,0.5,0.0,0.0,0.0
"Dedicado para:
@Trigueros17 
@FCBarcelona https://t.co/V2PkAisZ0F",0.0,0.0,1.0,0.0,0.0,0.0,0.0
@miguelfar07 @DanLens Yo del Barca me quedaría con Rakitic... es lindo y así de rubio más,0.0,0.0,0.5,0.5,0.0,0.0,0.0
La oportunidad que el Barça le debe a Carles Aleñá https://t.co/ZIklvLINQy,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#MERCADO | Los tres jugadores del Barça que Mourinho pretende fichar en verano | 90 min https://t.co/wL8S7UiHkE,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"una opinión deja de ser una opinión cuando, oprime/ofende a una persona o a un colectivo hostia, una opinión es decir que para ti el Barça es mejor que el Madrid no decir que los homosexuales no son normales, que sois gilipollas y no es una opinión es una afirmación.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cuenta la Leyenda que Todo comenzó hace 17 Años......Perdón #Twitter pero 280 caracteres es un verdadero Insulto para poder Describir al Mago, al Redentor, al Ilusionista, al Mejor Jugador de Fútbol que han visto mis ojos, al D10S, a #Messi 
1 ❤ 1 Playera y 1 Club #SimplyTheBest https://t.co/3D1V0yhAtH",0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@diablillocule14 @InvictosSomos Hablamos de Cristiano, no? Y si hablamos de robos mira bien los del barca, cuanto se tardaron en marcarles penal? Expulsiones? Hablamos de Cristiano campeón, ahí solo sale dos veces NAJAJJAJAJA si dices que todos regalados",0.5,0.0,0.0,0.0,0.5,0.0,0.0
@David21ca @titomito15 @Borja_Aranda_ Pero porque la ganase el Atm o porque la perdiera el Barça...?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@marca se le viene bayern barca y madrid y ya esta adelantando las excusas muy inteligente señor pep,0.0,0.0,0.5,0.0,0.0,0.0,0.5
"@juliovillagomez El típico indiecito q habla pestes del mas Glorioso Club de su ciudad  y de la historia del Ecuador, q se hace hincha d clubes d otra ciudad para llamar la atención y sentirse aceptado, pero aparte anda con camiseta del Barca d España!",0.5,0.5,0.0,0.0,0.0,0.0,0.0
El Barça Lassa deja casi vacía la enfermería https://t.co/3GW4v1bJ9Q por @jbatalla7 https://t.co/YqMnW5rtxz,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@AS_Manolete No tranquilo que el chollo del atleti este año no está,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"NO ESTOY PSICOLOGICAMENTE PREPARADO PARA QUE EL BARÇA DEJE ARAFUE AL CHELSEA. 😔💙
#UCL",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Esto del fútbol es así, te suben y bajan a la vez, según sople el viento y de 0 a a100 de un cohete espacial, decir fiasco a Emery, por perder contra dos equipitos...como Barça y Madrid, con el primero, la vuelta.....y contra el RM no tenía a su máxima estrella, pues vale...",0.0,1.0,0.0,0.0,0.0,0.0,0.0
@peperezp @sport MESSI tira del carro del Barça y cuando se vaya veremos a ver... al igual que cuando se vaya CR del Madrid ... el día que se retiren el fútbol cambia por completo,0.0,0.5,0.5,0.0,0.0,0.0,0.0
"@Albiazules @DWunderkammern @recreoficial @AytoHuelva Es el titular fácil. No se preocupan de leer la letra pequeña. Claro, dedican tanto tpo a Madrid y Barça q para q se van a infornar",0.5,0.5,0.0,0.0,0.0,0.0,0.0
"@MarielyJv @VenezuelaCule @LuisOmarTapia Al final el City de Hoy nombre por nombre no es Barça de la época de Pep, es un equipo discreto en nombres que ha estado jugando muy bien en conjunto. La locura del mercado es la q hace ver esa nomina así, a parte q se busco excelentes suplentes.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"El Barça fue a por Verratti y a por di Maria. Después de lo de ayer, menos mal que no cerraron nada",0.0,0.0,0.5,0.5,0.0,0.0,0.0
"ESTA TARDE a las 18:45 se juega la SUPERCOPA DE CATALUNYA entre el Espanyol de Cornellá y el @FCBarcelona_es 
Puedes seguirlo a través de Youtube (Canal Oficial del Barça), Facebook Live (FC Barcelona), FCBarcelona APP, BarçaTV o @tv3cat",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"A 2 años de su ida, después de echar al Barça de la Champions el año pasado con partidazo y llegando a la final, tu valoración es claramente objetiva🙄 https://t.co/foOuz9o0oh",0.0,0.5,0.0,0.0,0.5,0.0,0.0
"Esto del fútbol es así, te suben y bajan a la vez, según sople el viento y de 0 a a100 de un cohete espacial, decir fiasco a Emery, por perder contra dos equipitos...como Barça y Madrid, con el primero, la vuelta.....y contra el RM no tenía a su máxima estrella..@amaliomoratalla",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@saracsanchezp @victoramaya @infocracia Totalmente de acuerdo contigo. Cual sociedad civil? El mismo grupo de borregos apoyando a líderes politicos que han entregado el pais. Como decian mis abuelos""la misma barca atravesando diferentes ríos""",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Recién me compro el conjunto del Barça y ya sale otro mejor... Y bueno a gastar de nuevo se a dicho,0.0,0.5,0.5,0.0,0.0,0.0,0.0
💰 MERCADO Los tres jugadores del Barça que Mourinho pretende fichar en verano ⬇️⬇️ https://t.co/o55JLjrCvT,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@lluisizquierdo Para que luego quitéis méritos al Atleti del Cholo lo que ha hecho estos años,0.5,0.5,0.0,0.0,0.0,0.0,0.0
@AS_Manolete No me había enterado de que el  Barça ya está clasificado. Gracias por la información. ¿Cómo quedó el partido de vuelta?,0.0,0.0,0.5,0.0,0.5,0.0,0.0
@putotrolaso @swivelFCB @LluisMascaro @sport El que tiró la liga en septiembre el año pasado fue el Barça nene.,0.5,0.0,0.5,0.0,0.0,0.0,0.0
"Al final serà materialment impossible estar d’acord en res amb aquesta dona........Ah no, que és del Barça com jo, però segur que a ella li agrada com juga André Gomes 🙃 https://t.co/WhmmelmAy4",0.0,0.0,0.5,0.0,0.5,0.0,0.0
"Con este Atleti, este Sevilla y la competitividad de equipos como Eibar, Girona o Getafe, Emery no acaba ni octavo.",0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Pavor tengo que ahora los del #PSG miren hacia el #Atlético y vengan a por #Simeone, #Oblak y #Griezmann. Tienen tanto dinero que son capaces de cuambiar cualquier opinión de seguir siendo #cholistas.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
@moscu_toronto Pues cuando era pequeñito era del Barça... Luego dejó de interesarme... 😁,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ULTIMA HORA: EL PRESIDENTE DEL PSG LE OFRECE AL BARÇA REGALAR A NEYMAR MAS LA TORRE EIFFIEL POR MESSI,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Me pregunto pq en @JugoneslaSexta, @jpedrerol no habla de q el PSG salió sin tensión , sin ganas etc...y dicen q fue el Madrid el q no los dejó,en cambio, el Domingo critican al Atlético por lo mismo q hizo el PSG pero no alaban al Barça por no dejarles jugar",0.5,0.0,0.0,0.0,0.5,0.0,0.0
"La victoria de ayer a la prensa tampoco le vale. El PSG es una banda. Pues lo añadimos a la lista: Juve, Atleti, Bayern y PSG",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@CriterioCule La Copa del Rey coge valor si enfrentas en finales al Atleti o Barca, las Ligas es un tema que me duele pero con las UCLs ni el mejor Barca de la historia gano dos seguidas. Ganó 2 en 4 años, el Madrid 3. Con el tema de Messi y CR como te digo me da pena ajena que sólo 1/2...",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@Blogcelonista Definiciones de la liga según quien la gana.
1- La gana el Barça: el Madrid tira en enero una competición menor que no interesa.
2- La gana el Madrid: la mejor competición, la más dura, la de la regularidad, la gana el mejor equipo del mundo.",0.5,0.0,0.5,0.0,0.0,0.0,0.0
@VictorJ_13 Esa foto la subieron cuando el Barça perdió la Supercopa de España 🙄 Ahora calladitos como putas 😂🤣,0.5,0.0,0.0,0.5,0.0,0.0,0.0
